stock_i_symbol	stock_i_name	stock_j_symbol	stock_j_name	correlation
ABAN.N0000	ABANS ELECTRICALS PLC	BRR.N0000	BANSEI ROYAL RESORTS HIKKADUWA PLC	0.10093572066797174
ABAN.N0000	ABANS ELECTRICALS PLC	BERU.N0000	BERUWALA RESORTS PLC	0.029922722770921565
ABAN.N0000	ABANS ELECTRICALS PLC	BLI.N0000	BIMPUTH FINANCE PLC	-0.08385466459522095
ABAN.N0000	ABANS ELECTRICALS PLC	BLUE.N0000	BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	-0.17448449208289504
ABAN.N0000	ABANS ELECTRICALS PLC	BLUE.X0000	BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	-0.1684078652599231
ABAN.N0000	ABANS ELECTRICALS PLC	BOGA.N0000	BOGALA GRAPHITE LANKA PLC	0.16032027224664852
ABAN.N0000	ABANS ELECTRICALS PLC	BOPL.N0000	BOGAWANTALAWA TEA ESTATES PLC	0.010201247932450764
ABAN.N0000	ABANS ELECTRICALS PLC	BRWN.N0000	BROWN & COMPANY PLC	0.1359901544390547
ABAN.N0000	ABANS ELECTRICALS PLC	BBH.N0000	BROWNS BEACH HOTELS PLC	0.04634720896076833
ABAN.N0000	ABANS ELECTRICALS PLC	BIL.N0000	BROWNS INVESTMENTS PLC	0.14969969940039174
ABAN.N0000	ABANS ELECTRICALS PLC	BUKI.N0000	BUKIT DARAH PLC	0.07703303343905629
ABAN.N0000	ABANS ELECTRICALS PLC	COLO.N0000	C M HOLDINGS PLC	0.12538721270421574
ABAN.N0000	ABANS ELECTRICALS PLC	CTHR.N0000	C T HOLDINGS PLC	0.07518036761692914
ABAN.N0000	ABANS ELECTRICALS PLC	CTLD.N0000	C T LAND DEVELOPMENT PLC	-0.11644269615988298
ABAN.N0000	ABANS ELECTRICALS PLC	CWM.N0000	C. W. MACKIE PLC	0.07244227305050828
ABAN.N0000	ABANS ELECTRICALS PLC	CARG.N0000	CARGILLS (CEYLON) PLC	0.0283669892916535
ABAN.N0000	ABANS ELECTRICALS PLC	CABO.N0000	CARGO BOAT DEVELOPMENT COMPANY PLC	0.08989590073445083
ABAN.N0000	ABANS ELECTRICALS PLC	CARS.N0000	CARSON CUMBERBATCH PLC	0.03934611258701083
ABAN.N0000	ABANS ELECTRICALS PLC	CFIN.N0000	CENTRAL FINANCE COMPANY PLC	0.11406588714850861
ABAN.N0000	ABANS ELECTRICALS PLC	CIND.N0000	CENTRAL INDUSTRIES PLC	0.16957424737402882
ABAN.N0000	ABANS ELECTRICALS PLC	CINS.N0000	CEYLINCO INSURANCE PLC	0.07401863401384268
ABAN.N0000	ABANS ELECTRICALS PLC	CINS.X0000	CEYLINCO INSURANCE PLC	0.15033994733575437
ABAN.N0000	ABANS ELECTRICALS PLC	CCS.N0000	CEYLON COLD STORES PLC	0.13884729430529355
ABAN.N0000	ABANS ELECTRICALS PLC	GRAN.N0000	CEYLON GRAIN ELEVATORS PLC	0.050974361095028606
ABAN.N0000	ABANS ELECTRICALS PLC	GUAR.N0000	CEYLON GUARDIAN INVESTMENT TRUST PLC	-0.042139881458266255
ABAN.N0000	ABANS ELECTRICALS PLC	CHOT.N0000	CEYLON HOTELS CORPORATION PLC	0.09802507177854682
ABAN.N0000	ABANS ELECTRICALS PLC	CINV.N0000	CEYLON INVESTMENT PLC	0.1436157497727152
ABAN.N0000	ABANS ELECTRICALS PLC	CTBL.N0000	CEYLON TEA BROKERS PLC	0.07699909607789825
ABAN.N0000	ABANS ELECTRICALS PLC	CTC.N0000	CEYLON TOBACCO COMPANY PLC	0.02627675722102275
ABAN.N0000	ABANS ELECTRICALS PLC	CHMX.N0000	CHEMANEX PLC	0.3031474631193135
ABAN.N0000	ABANS ELECTRICALS PLC	LLUB.N0000	CHEVRON LUBRICANTS  LANKA  PLC	0.08147121258879945
ABAN.N0000	ABANS ELECTRICALS PLC	CWL.N0000	CHRISSWORLD PLC	0.19864864854850126
ABAN.N0000	ABANS ELECTRICALS PLC	CIC.X0000	C I C HOLDINGS PLC	0.13101017882927493
ABAN.N0000	ABANS ELECTRICALS PLC	CIC.N0000	C I C HOLDINGS PLC	0.11957189210150047
ABAN.N0000	ABANS ELECTRICALS PLC	CDB.N0000	CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	0.12929522921248088
ABAN.N0000	ABANS ELECTRICALS PLC	CDB.X0000	CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	0.10018470744502843
ABAN.N0000	ABANS ELECTRICALS PLC	REEF.N0000	CITRUS LEISURE PLC	0.06293517439839205
ABAN.N0000	ABANS ELECTRICALS PLC	PHAR.N0000	COLOMBO CITY HOLDINGS PLC	0.11462795844055593
ABAN.N0000	ABANS ELECTRICALS PLC	DOCK.N0000	COLOMBO DOCKYARD PLC	0.05485827742517079
ABAN.N0000	ABANS ELECTRICALS PLC	CFI.N0000	COLOMBO FORT INVESTMENTS PLC	0.10239673429728839
ABAN.N0000	ABANS ELECTRICALS PLC	CIT.N0000	COLOMBO INVESTMENT TRUST PLC	-0.017852412780049967
ABAN.N0000	ABANS ELECTRICALS PLC	CLND.N0000	COLOMBO LAND AND DEVELOPMENT COMPANY PLC	0.03884413883060416
ABAN.N0000	ABANS ELECTRICALS PLC	COMB.X0000	COMMERCIAL BANK OF CEYLON PLC	0.15243112093051836
ABAN.N0000	ABANS ELECTRICALS PLC	COMB.N0000	COMMERCIAL BANK OF CEYLON PLC	0.21671894588364893
ABAN.N0000	ABANS ELECTRICALS PLC	COCR.N0000	COMMERCIAL CREDIT AND FINANCE PLC	0.03886016374355477
ABAN.N0000	ABANS ELECTRICALS PLC	COMD.N0000	COMMERCIAL DEVELOPMENT COMPANY PLC	0.05687955686278988
ABAN.N0000	ABANS ELECTRICALS PLC	CLC.N0000	COMMERCIAL LEASING & FINANCE PLC	0.06439828211158015
ABAN.N0000	ABANS ELECTRICALS PLC	SOY.N0000	CONVENIENCE FOODS LANKA PLC	0.12500594844341217
ABAN.N0000	ABANS ELECTRICALS PLC	DPL.N0000	DANKOTUWA PORCELAIN PLC	-0.007864042926135281
ABAN.N0000	ABANS ELECTRICALS PLC	DFCC.N0000	DFCC BANK PLC	-0.026017258348052998
ABAN.N0000	ABANS ELECTRICALS PLC	DIAL.N0000	DIALOG AXIATA PLC	0.01357872377557163
ABAN.N0000	ABANS ELECTRICALS PLC	CALF.N0000	DIALOG FINANCE PLC	0.09015593987013662
ABAN.N0000	ABANS ELECTRICALS PLC	DIMO.N0000	DIESEL & MOTOR ENGINEERING PLC	0.15418126268708437
ABAN.N0000	ABANS ELECTRICALS PLC	CTEA.N0000	DILMAH CEYLON TEA COMPANY PLC	-0.09265260769044621
ABAN.N0000	ABANS ELECTRICALS PLC	DIPD.N0000	DIPPED PRODUCTS PLC	0.2007146700935683
ABAN.N0000	ABANS ELECTRICALS PLC	DIST.N0000	DISTILLERIES COMPANY OF SRI LANKA PLC	0.13200750677205345
ABAN.N0000	ABANS ELECTRICALS PLC	STAF.N0000	DOLPHIN HOTELS PLC	0.02400873999478103
ABAN.N0000	ABANS ELECTRICALS PLC	EBCR.N0000	E B CREASY & COMPANY PLC	-0.05889141068875434
ABAN.N0000	ABANS ELECTRICALS PLC	ECL.N0000	E - CHANNELLING PLC	0.18900277392005918
ABAN.N0000	ABANS ELECTRICALS PLC	EAST.N0000	EAST WEST PROPERTIES PLC	0.18058167097558347
ABAN.N0000	ABANS ELECTRICALS PLC	EMER.N0000	EASTERN MERCHANTS PLC	0.09863163824819686
ABAN.N0000	ABANS ELECTRICALS PLC	EDEN.N0000	EDEN HOTEL LANKA PLC	-0.014245483280576092
ABAN.N0000	ABANS ELECTRICALS PLC	ELPL.N0000	ELPITIYA PLANTATIONS PLC	-0.0008876533851172507
ABAN.N0000	ABANS ELECTRICALS PLC	ETWO.N0000	EQUITY TWO PLC	0.11233854650508324
ABAN.N0000	ABANS ELECTRICALS PLC	EXPO.N0000	EXPOLANKA HOLDINGS PLC	0.23166080732502878
ABAN.N0000	ABANS ELECTRICALS PLC	CFVF.N0000	FIRST CAPITAL HOLDINGS PLC	0.12048952798250266
ABAN.N0000	ABANS ELECTRICALS PLC	GHLL.N0000	GALADARI HOTELS (LANKA) PLC	0.09644718334932925
ABAN.N0000	ABANS ELECTRICALS PLC	GEST.N0000	GESTETNER OF CEYLON PLC	-0.035635165757433175
ABAN.N0000	ABANS ELECTRICALS PLC	WAPO.N0000	GALLE FACE CAPITAL PARTNERS PLC	-0.04224063087887576
ABAN.N0000	ABANS ELECTRICALS PLC	HAPU.N0000	HAPUGASTENNE PLANTATIONS PLC	0.11993747092393864
ABAN.N0000	ABANS ELECTRICALS PLC	HNB.X0000	HATTON NATIONAL BANK PLC	0.15118913825557656
ABAN.N0000	ABANS ELECTRICALS PLC	HNB.N0000	HATTON NATIONAL BANK PLC	0.11784980390185894
ABAN.N0000	ABANS ELECTRICALS PLC	HPL.N0000	HATTON PLANTATIONS PLC	-0.01828328910816019
ABAN.N0000	ABANS ELECTRICALS PLC	HAYC.N0000	HAYCARB PLC	0.19148412506313206
ABAN.N0000	ABANS ELECTRICALS PLC	MGT.N0000	HAYLEYS FABRIC PLC	0.18214036419392934
ABAN.N0000	ABANS ELECTRICALS PLC	HEXP.N0000	HAYLEYS FIBRE PLC	0.1351606465305214
ABAN.N0000	ABANS ELECTRICALS PLC	HAYL.N0000	HAYLEYS PLC	0.1780509235015499
ABAN.N0000	ABANS ELECTRICALS PLC	HHL.N0000	HEMAS HOLDINGS PLC	0.1737298736907391
ABAN.N0000	ABANS ELECTRICALS PLC	CITH.N0000	HIKKADUWA BEACH RESORT PLC	-0.11131991071025824
ABAN.N0000	ABANS ELECTRICALS PLC	HASU.N0000	HNB ASSURANCE PLC	0.06856713934532079
ABAN.N0000	ABANS ELECTRICALS PLC	HNBF.N0000	HNB FINANCE PLC	0.0704650774005255
ABAN.N0000	ABANS ELECTRICALS PLC	HNBF.X0000	HNB FINANCE PLC	0.0886508213366317
ABAN.N0000	ABANS ELECTRICALS PLC	HSIG.N0000	HOTEL SIGIRIYA PLC	-0.021511099345118127
ABAN.N0000	ABANS ELECTRICALS PLC	HDFC.N0000	HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL	0.01709536855495912
ABAN.N0000	ABANS ELECTRICALS PLC	HUNA.N0000	HUNAS HOLDINGS PLC	-0.04588367752048387
ABAN.N0000	ABANS ELECTRICALS PLC	HVA.N0000	HVA FOODS PLC	0.10708336263192444
ABAN.N0000	ABANS ELECTRICALS PLC	ASPH.N0000	INDUSTRIAL ASPHALTS (CEYLON) PLC	0.11727513178198296
ABAN.N0000	ABANS ELECTRICALS PLC	JINS.N0000	JANASHAKTHI INSURANCE PLC	0.0012908510122578846
ABAN.N0000	ABANS ELECTRICALS PLC	JETS.N0000	JETWING SYMPHONY PLC	0.03859515624778867
ABAN.N0000	ABANS ELECTRICALS PLC	JKH.N0000	JOHN KEELLS HOLDINGS PLC	0.2206109343503757
ABAN.N0000	ABANS ELECTRICALS PLC	KHL.N0000	JOHN KEELLS HOTELS PLC	0.04814267077993963
ABAN.N0000	ABANS ELECTRICALS PLC	JKL.N0000	JOHN KEELLS PLC	0.14485972553309812
ABAN.N0000	ABANS ELECTRICALS PLC	KAHA.N0000	KAHAWATTE  PLANTATIONS  PLC	-0.06264156793909233
ABAN.N0000	ABANS ELECTRICALS PLC	KGAL.N0000	KEGALLE  PLANTATIONS  PLC	0.07404916983775975
ABAN.N0000	ABANS ELECTRICALS PLC	KCAB.N0000	KELANI CABLES PLC	0.19086276481278114
ABAN.N0000	ABANS ELECTRICALS PLC	TYRE.N0000	KELANI TYRES PLC	0.30383078727640545
ABAN.N0000	ABANS ELECTRICALS PLC	KVAL.N0000	KELANI VALLEY PLANTATIONS PLC	0.03687285059903728
ABAN.N0000	ABANS ELECTRICALS PLC	KDL.N0000	KELSEY DEVELOPMENTS PLC	0.11744314291867715
ABAN.N0000	ABANS ELECTRICALS PLC	KOTA.N0000	KOTAGALA PLANTATIONS PLC	0.04167290154450792
ABAN.N0000	ABANS ELECTRICALS PLC	LAMB.N0000	KOTMALE HOLDINGS PLC	0.09729219129976284
ABAN.N0000	ABANS ELECTRICALS PLC	LFIN.N0000	LB FINANCE PLC	0.2455215074576318
ABAN.N0000	ABANS ELECTRICALS PLC	LALU.N0000	LANKA ALUMINIUM INDUSTRIES PLC	0.10410777367354082
ABAN.N0000	ABANS ELECTRICALS PLC	ASHO.N0000	LANKA ASHOK LEYLAND PLC	-0.11266776251549887
ABAN.N0000	ABANS ELECTRICALS PLC	CERA.N0000	LANKA CERAMIC PLC	0.06852825990378905
ABAN.N0000	ABANS ELECTRICALS PLC	LIOC.N0000	LANKA IOC PLC	0.11478001294236129
ABAN.N0000	ABANS ELECTRICALS PLC	LMF.N0000	LANKA MILK FOODS (CWE) PLC	0.2391059869432439
ABAN.N0000	ABANS ELECTRICALS PLC	ASCO.N0000	LANKA REALTY INVESTMENTS PLC	0.10432653590840305
ABAN.N0000	ABANS ELECTRICALS PLC	TILE.N0000	LANKA TILES PLC	0.21293634083145377
ABAN.N0000	ABANS ELECTRICALS PLC	LVEN.N0000	LANKA VENTURES PLC	0.25121158019547946
ABAN.N0000	ABANS ELECTRICALS PLC	LWL.N0000	LANKA WALLTILE PLC	0.2209619438605184
ABAN.N0000	ABANS ELECTRICALS PLC	LCEY.N0000	LANKEM CEYLON PLC	0.05310292448347954
ABAN.N0000	ABANS ELECTRICALS PLC	LDEV.N0000	LANKEM DEVELOPMENTS PLC	0.03555443043031519
ABAN.N0000	ABANS ELECTRICALS PLC	LGL.N0000	LAUGFS GAS PLC	0.11022719151629823
ABAN.N0000	ABANS ELECTRICALS PLC	LGL.X0000	LAUGFS GAS PLC	-0.08927356937948654
ABAN.N0000	ABANS ELECTRICALS PLC	LPL.X0000	LAUGFS POWER PLC	-0.00012019582685022831
ABAN.N0000	ABANS ELECTRICALS PLC	LPL.N0000	LAUGFS POWER PLC	0.09824450306552128
ABAN.N0000	ABANS ELECTRICALS PLC	LITE.N0000	LAXAPANA BATTERIES PLC	0.08168268966098952
ABAN.N0000	ABANS ELECTRICALS PLC	SHAW.N0000	LEE HEDGES PLC	0.030127022200606604
ABAN.N0000	ABANS ELECTRICALS PLC	LION.N0000	LION BREWERY (CEYLON) PLC	0.08155962530681087
ABAN.N0000	ABANS ELECTRICALS PLC	NIFL.N0000	L O L C DEVELOPMENT FINANCE PLC	0.09168076999720454
ABAN.N0000	ABANS ELECTRICALS PLC	LOFC.N0000	LOLC FINANCE PLC	0.17040637634953845
ABAN.N0000	ABANS ELECTRICALS PLC	LOLC.N0000	L O L C HOLDINGS PLC	0.22439283260462328
ABAN.N0000	ABANS ELECTRICALS PLC	HPFL.N0000	LOTUS HYDRO POWER PLC	0.019635386788333296
ABAN.N0000	ABANS ELECTRICALS PLC	LVEF.N0000	L V L ENERGY FUND PLC	0.19035803565523143
ABAN.N0000	ABANS ELECTRICALS PLC	MEL.N0000	MACKWOODS ENERGY PLC	0.01772530976217573
ABAN.N0000	ABANS ELECTRICALS PLC	MADU.N0000	MADULSIMA  PLANTATIONS  PLC	0.17654615393406392
ABAN.N0000	ABANS ELECTRICALS PLC	MCPL.N0000	MAHAWELI COCONUT PLANTATIONS PLC	0.025429339180727716
ABAN.N0000	ABANS ELECTRICALS PLC	MRH.N0000	MAHAWELI REACH HOTELS PLC	-0.03950799924684743
ABAN.N0000	ABANS ELECTRICALS PLC	MAL.X0000	MALWATTE VALLEY PLANTATION PLC	0.09806528929430845
ABAN.N0000	ABANS ELECTRICALS PLC	MARA.N0000	MARAWILA  RESORTS  PLC	0.009741514610724878
ABAN.N0000	ABANS ELECTRICALS PLC	MASK.N0000	MASKELIYA PLANTATIONS PLC	-0.009040786584374702
ABAN.N0000	ABANS ELECTRICALS PLC	MELS.N0000	MELSTACORP PLC	0.11202620954556619
ABAN.N0000	ABANS ELECTRICALS PLC	MSL.N0000	MERCANTILE SHIPPING COMPANY PLC	0.10684022929231657
ABAN.N0000	ABANS ELECTRICALS PLC	MBSL.N0000	MERCHANT BANK OF SRI LANKA & FINANCE PLC	0.18127527195744436
ABAN.N0000	ABANS ELECTRICALS PLC	MHDL.N0000	MILLENNIUM HOUSING DEVELOPERS PLC	0.12204362290079249
ABAN.N0000	ABANS ELECTRICALS PLC	MULL.N0000	MULLER & PHIPPS (CEYLON) PLC	0.07368560390969534
ABAN.N0000	ABANS ELECTRICALS PLC	NAMU.N0000	NAMUNUKULA PLANTATIONS PLC	0.06414556293012703
ABAN.N0000	ABANS ELECTRICALS PLC	CSF.N0000	NATION LANKA FINANCE PLC	0.017911042248895937
ABAN.N0000	ABANS ELECTRICALS PLC	NDB.N0000	NATIONAL DEVELOPMENT BANK PLC	0.15040160716726844
ABAN.N0000	ABANS ELECTRICALS PLC	NTB.N0000	NATIONS TRUST BANK PLC	0.06188537998476626
ABAN.N0000	ABANS ELECTRICALS PLC	NHL.N0000	NAWALOKA HOSPITALS PLC	0.08790547922316679
ABAN.N0000	ABANS ELECTRICALS PLC	NEST.N0000	NESTLE LANKA PLC	0.005514773350960238
ABAN.N0000	ABANS ELECTRICALS PLC	ODEL.N0000	ODEL PLC	0.12287985268741433
ABAN.N0000	ABANS ELECTRICALS PLC	BFN.N0000	ORIENT FINANCE PLC	0.0923974222271986
ABAN.N0000	ABANS ELECTRICALS PLC	OSEA.N0000	OVERSEAS REALTY (CEYLON) PLC	0.13604834342157393
ABAN.N0000	ABANS ELECTRICALS PLC	PALM.N0000	PALM GARDEN HOTELS PLC	0.06633469388514987
ABAN.N0000	ABANS ELECTRICALS PLC	PABC.N0000	PAN ASIA BANKING CORPORATION PLC	0.04964682155724729
ABAN.N0000	ABANS ELECTRICALS PLC	PAP.N0000	PANASIAN POWER PLC	0.04975365848567207
ABAN.N0000	ABANS ELECTRICALS PLC	PINS.N0000	PEOPLE'S INSURANCE PLC	0.20595567607638776
ABAN.N0000	ABANS ELECTRICALS PLC	PLC.N0000	PEOPLE'S LEASING & FINANCE PLC	0.15571040755799553
ABAN.N0000	ABANS ELECTRICALS PLC	PMB.N0000	PMF FINANCE PLC	0.16312675018306044
ABAN.N0000	ABANS ELECTRICALS PLC	GLAS.N0000	PGP GLASS CEYLON PLC	0.2202641314383249
ABAN.N0000	ABANS ELECTRICALS PLC	GSF.N0000	PRIME FINANCE PLC	0.02573844758417401
ABAN.N0000	ABANS ELECTRICALS PLC	PLR.N0000	PRIME LANDS RESIDENCIES PLC	0.0822024834037118
ABAN.N0000	ABANS ELECTRICALS PLC	CARE.N0000	PRINTCARE PLC	-0.0004167688010923706
ABAN.N0000	ABANS ELECTRICALS PLC	RIL.N0000	R I L PROPERTY PLC	0.16372348449608806
ABAN.N0000	ABANS ELECTRICALS PLC	RGEM.N0000	RADIANT GEMS INTERNATIONAL PLC	-0.01990286402295597
ABAN.N0000	ABANS ELECTRICALS PLC	RWSL.N0000	RAIGAM WAYAMBA SALTERNS PLC	0.13181873187604248
ABAN.N0000	ABANS ELECTRICALS PLC	RFL.N0000	RAMBODA FALLS PLC	0.05172980328556664
ABAN.N0000	ABANS ELECTRICALS PLC	REG.N0000	REGNIS (LANKA) PLC	0.12118519747280761
ABAN.N0000	ABANS ELECTRICALS PLC	RAL.N0000	RENUKA AGRI FOODS PLC	0.15490559092413714
ABAN.N0000	ABANS ELECTRICALS PLC	KZOO.N0000	SHAW WALLACE INVESTMENTS PLC	0.20237170957003275
ABAN.N0000	ABANS ELECTRICALS PLC	RENU.N0000	RENUKA CITY HOTELS PLC.	0.1178196572465272
ABAN.N0000	ABANS ELECTRICALS PLC	COCO.N0000	RENUKA FOODS PLC	0.059690853025075576
ABAN.N0000	ABANS ELECTRICALS PLC	COCO.X0000	RENUKA FOODS PLC	0.02188732180865251
ABAN.N0000	ABANS ELECTRICALS PLC	RHL.N0000	RENUKA HOLDINGS PLC	0.23550661458602917
ABAN.N0000	ABANS ELECTRICALS PLC	RHL.X0000	RENUKA HOLDINGS PLC	-0.030064502971633014
ABAN.N0000	ABANS ELECTRICALS PLC	RCH.N0000	RENUKA HOTELS PLC	0.05879697449893344
ABAN.N0000	ABANS ELECTRICALS PLC	RICH.N0000	RICHARD PIERIS AND COMPANY PLC	0.1833554220912188
ABAN.N0000	ABANS ELECTRICALS PLC	REXP.N0000	RICHARD PIERIS EXPORTS PLC	0.21743626541705918
ABAN.N0000	ABANS ELECTRICALS PLC	RCL.N0000	ROYAL CERAMICS LANKA PLC	0.16781174843529698
ABAN.N0000	ABANS ELECTRICALS PLC	RPBH.N0000	ROYAL PALMS BEACH HOTELS PLC	0.04794597276690915
ABAN.N0000	ABANS ELECTRICALS PLC	SAMP.N0000	SAMPATH BANK PLC	0.043374043985915586
ABAN.N0000	ABANS ELECTRICALS PLC	SIL.N0000	SAMSON INTERNATIONAL PLC	0.06196650514533435
ABAN.N0000	ABANS ELECTRICALS PLC	SDB.N0000	SANASA DEVELOPMENT BANK PLC	0.07879810848765728
ABAN.N0000	ABANS ELECTRICALS PLC	SMOT.N0000	SATHOSA MOTORS PLC	0.007345205726857941
ABAN.N0000	ABANS ELECTRICALS PLC	IDL.N0000	SERENDIB ENGINEERING GROUP PLC	-0.030276913866113375
ABAN.N0000	ABANS ELECTRICALS PLC	SHOT.N0000	SERENDIB HOTELS PLC	-0.09779760853183843
ABAN.N0000	ABANS ELECTRICALS PLC	SHOT.X0000	SERENDIB HOTELS PLC	0.02302015419467425
ABAN.N0000	ABANS ELECTRICALS PLC	SLND.N0000	SERENDIB LAND PLC	-0.036099020423683736
ABAN.N0000	ABANS ELECTRICALS PLC	SEYB.X0000	SEYLAN BANK PLC	0.15972396887436244
ABAN.N0000	ABANS ELECTRICALS PLC	SEYB.N0000	SEYLAN BANK PLC	0.040080431635800925
ABAN.N0000	ABANS ELECTRICALS PLC	CSD.N0000	SEYLAN DEVELOPMENTS PLC	0.2909006623832618
ABAN.N0000	ABANS ELECTRICALS PLC	SIRA.N0000	SIERRA CABLES PLC	0.15331592869155322
ABAN.N0000	ABANS ELECTRICALS PLC	SINS.N0000	SINGER (SRI LANKA) PLC	0.04960313809923235
ABAN.N0000	ABANS ELECTRICALS PLC	SFIN.N0000	SINGER FINANCE LANKA PLC	0.11084614979131627
ABAN.N0000	ABANS ELECTRICALS PLC	SINI.N0000	SINGER INDUSTRIES (CEYLON) PLC	0.05440677301032933
ABAN.N0000	ABANS ELECTRICALS PLC	SINH.N0000	SINGHE HOSPITALS PLC	-0.07770745275900542
ABAN.N0000	ABANS ELECTRICALS PLC	SFL.P0000	SINHAPUTHRA FINANCE PLC	-0.0988754401366104
ABAN.N0000	ABANS ELECTRICALS PLC	SFL.N0000	SINHAPUTHRA FINANCE PLC	-0.12423976817987062
ABAN.N0000	ABANS ELECTRICALS PLC	SEMB.N0000	SMB FINANCE PLC	0.13134852918658907
ABAN.N0000	ABANS ELECTRICALS PLC	SEMB.X0000	SMB FINANCE PLC	0.061239043352889246
ABAN.N0000	ABANS ELECTRICALS PLC	SCAP.N0000	SOFTLOGIC CAPITAL PLC	0.22344253532068212
ABAN.N0000	ABANS ELECTRICALS PLC	CRL.N0000	SOFTLOGIC FINANCE PLC	0.18429740489891422
ABAN.N0000	ABANS ELECTRICALS PLC	SHL.N0000	SOFTLOGIC HOLDINGS PLC	0.09005148618099112
ABAN.N0000	ABANS ELECTRICALS PLC	AAIC.N0000	SOFTLOGIC LIFE INSURANCE PLC	0.21666763557769936
ABAN.N0000	ABANS ELECTRICALS PLC	SLTL.N0000	SRI LANKA TELECOM PLC	0.07711730210037314
ABAN.N0000	ABANS ELECTRICALS PLC	SUN.N0000	SUNSHINE HOLDINGS PLC	0.1014763255594247
ABAN.N0000	ABANS ELECTRICALS PLC	PARQ.N0000	SWISSTEK (CEYLON) PLC	0.0933980453563322
ABAN.N0000	ABANS ELECTRICALS PLC	TAJ.N0000	TAL LANKA HOTELS PLC	0.15191908798391318
ABAN.N0000	ABANS ELECTRICALS PLC	TPL.N0000	TALAWAKELLE TEA ESTATES PLC	-0.029038119638654665
ABAN.N0000	ABANS ELECTRICALS PLC	TANG.N0000	TANGERINE BEACH HOTELS PLC	0.05752166353448853
